case_number,date,year,month,day_of_week,hour,community_area_name,victimization_primary,incident_primary,gunshot_injury_i,age,sex,race,is_homicide_victim,is_nonfatal_shooting_victim,is_gun_violence_victim
HS244774,2010-04-06 19:19:00,2010,4,3,19,WASHINGTON PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS244774,2010-04-06 19:19:00,2010,4,3,19,WASHINGTON PARK,BATTERY,BATTERY,YES,0-19,F,BLK,0,1,1
HS244774,2010-04-06 19:19:00,2010,4,3,19,WASHINGTON PARK,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS247877,2010-04-08 16:04:00,2010,4,5,16,WASHINGTON PARK,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS253947,2010-04-12 15:25:00,2010,4,2,15,WASHINGTON PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS253947,2010-04-12 15:25:00,2010,4,2,15,WASHINGTON PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS254123,2010-04-12 17:01:00,2010,4,2,17,WASHINGTON PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS254416,2010-04-12 19:46:00,2010,4,2,19,WASHINGTON PARK,BATTERY,BATTERY,YES,0-19,F,BLK,0,1,1
HS254719,2010-04-12 23:55:00,2010,4,2,23,WASHINGTON PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS259945,2010-04-15 22:54:00,2010,4,5,22,WASHINGTON PARK,HOMICIDE,HOMICIDE,YES,20-29,F,BLK,1,0,1
HS304784,2010-05-12 22:41:00,2010,5,4,22,WASHINGTON PARK,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HS304784,2010-05-12 22:41:00,2010,5,4,22,WASHINGTON PARK,BATTERY,HOMICIDE,YES,30-39,M,BLK,0,1,1
HS310987,2010-05-16 19:30:00,2010,5,1,19,WASHINGTON PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS322781,2010-05-23 21:20:00,2010,5,1,21,WASHINGTON PARK,HOMICIDE,HOMICIDE,YES,30-39,M,WBH,1,0,1
HS326708,2010-05-26 01:25:00,2010,5,4,1,WASHINGTON PARK,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS345183,2010-06-06 01:00:00,2010,6,1,1,WASHINGTON PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS352881,2010-06-10 15:35:00,2010,6,5,15,WASHINGTON PARK,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS355882,2010-06-12 09:11:00,2010,6,7,9,WASHINGTON PARK,BATTERY,BATTERY,YES,50-59,M,BLK,0,1,1
HS360723,2010-06-15 11:15:00,2010,6,3,11,WASHINGTON PARK,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS373403,2010-06-22 16:40:00,2010,6,3,16,WASHINGTON PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS387600,2010-06-30 20:10:00,2010,6,4,20,WASHINGTON PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS387600,2010-06-30 20:10:00,2010,6,4,20,WASHINGTON PARK,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS388828,2010-07-01 14:25:00,2010,7,5,14,WASHINGTON PARK,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS399476,2010-07-08 00:08:00,2010,7,5,0,WASHINGTON PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS420203,2010-07-20 12:30:00,2010,7,3,12,WASHINGTON PARK,BATTERY,BATTERY,YES,20-29,F,BLK,0,1,1
HS421181,2010-07-20 21:53:00,2010,7,3,21,WASHINGTON PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS421181,2010-07-20 21:53:00,2010,7,3,21,WASHINGTON PARK,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS422256,2010-07-21 14:42:00,2010,7,4,14,WASHINGTON PARK,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS447880,2010-08-05 21:50:00,2010,8,5,21,WASHINGTON PARK,BATTERY,BATTERY,YES,50-59,M,BLK,0,1,1
HS447880,2010-08-05 21:50:00,2010,8,5,21,WASHINGTON PARK,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS482607,2010-08-26 12:35:00,2010,8,5,12,WASHINGTON PARK,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS485691,2010-08-27 23:01:00,2010,8,6,23,WASHINGTON PARK,BATTERY,BATTERY,YES,20-29,F,BLK,0,1,1
HS486047,2010-08-28 04:30:00,2010,8,7,4,WASHINGTON PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS490256,2010-08-30 15:45:00,2010,8,2,15,WASHINGTON PARK,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS492813,2010-09-01 00:53:00,2010,9,4,0,WASHINGTON PARK,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HS492813,2010-09-01 00:53:00,2010,9,4,0,WASHINGTON PARK,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HS499508,2010-09-04 23:40:00,2010,9,7,23,WASHINGTON PARK,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS499508,2010-09-04 23:40:00,2010,9,7,23,WASHINGTON PARK,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS500742,2010-09-05 20:52:00,2010,9,1,20,WASHINGTON PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS500742,2010-09-05 20:52:00,2010,9,1,20,WASHINGTON PARK,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS507699,2010-09-09 21:00:00,2010,9,5,21,WASHINGTON PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS538607,2010-09-28 18:30:00,2010,9,3,18,WASHINGTON PARK,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS553297,2010-10-07 22:28:00,2010,10,5,22,WASHINGTON PARK,ROBBERY,ROBBERY,YES,40-49,M,BLK,0,1,1
HS554623,2010-10-08 18:20:00,2010,10,6,18,WASHINGTON PARK,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS554623,2010-10-08 18:20:00,2010,10,6,18,WASHINGTON PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS554623,2010-10-08 18:20:00,2010,10,6,18,WASHINGTON PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS558322,2010-10-11 01:01:00,2010,10,2,1,WASHINGTON PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS577749,2010-10-22 21:40:00,2010,10,6,21,WASHINGTON PARK,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS595889,2010-11-02 19:25:00,2010,11,3,19,WASHINGTON PARK,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS603796,2010-11-07 18:08:00,2010,11,1,18,WASHINGTON PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS614692,2010-11-14 13:03:00,2010,11,1,13,WASHINGTON PARK,HOMICIDE,HOMICIDE,NO,40-49,F,BLK,1,0,1
HS638262,2010-11-29 18:25:00,2010,11,2,18,WASHINGTON PARK,BATTERY,BATTERY,YES,40-49,M,BLK,0,1,1
HS638262,2010-11-29 18:25:00,2010,11,2,18,WASHINGTON PARK,BATTERY,BATTERY,YES,70-79,F,BLK,0,1,1
HS675374,2010-12-24 18:40:00,2010,12,6,18,WASHINGTON PARK,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS312912,2010-05-17 22:17:00,2010,5,2,22,WEST ELSDON,HOMICIDE,HOMICIDE,YES,20-29,F,WWH,1,0,1
HS312912,2010-05-17 22:17:00,2010,5,2,22,WEST ELSDON,HOMICIDE,HOMICIDE,YES,30-39,M,WWH,1,0,1
HS334297,2010-05-30 13:10:00,2010,5,1,13,WEST ELSDON,BATTERY,BATTERY,YES,0-19,M,WWH,0,1,1
HS656615,2010-12-11 20:09:00,2010,12,7,20,WEST ELSDON,BATTERY,BATTERY,YES,20-29,F,WWH,0,1,1
HS102573,2010-01-02 20:30:00,2010,1,7,20,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,NO,40-49,M,BLK,1,0,1
HS101859,2010-01-02 21:44:00,2010,1,7,21,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HS115563,2010-01-11 18:35:00,2010,1,2,18,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS115563,2010-01-11 18:35:00,2010,1,2,18,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS119935,2010-01-13 00:01:00,2010,1,4,0,WEST ENGLEWOOD,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS122637,2010-01-16 01:24:00,2010,1,7,1,WEST ENGLEWOOD,ROBBERY,ROBBERY,YES,30-39,M,WWH,0,1,1
HS124032,2010-01-17 00:44:07,2010,1,1,0,WEST ENGLEWOOD,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS132183,2010-01-22 14:30:00,2010,1,6,14,WEST ENGLEWOOD,ROBBERY,ROBBERY,YES,20-29,M,BLK,0,1,1
HS134548,2010-01-24 00:15:00,2010,1,1,0,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS163108,2010-02-13 02:25:00,2010,2,7,2,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,F,BLK,0,1,1
HS164180,2010-02-13 20:44:00,2010,2,7,20,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS178013,2010-02-23 18:05:00,2010,2,3,18,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS184384,2010-02-28 00:24:00,2010,2,1,0,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS187484,2010-03-02 09:25:00,2010,3,3,9,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS193527,2010-03-05 20:10:00,2010,3,6,20,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,F,BLK,0,1,1
HS193527,2010-03-05 20:10:00,2010,3,6,20,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,F,BLK,0,1,1
HS198266,2010-03-09 02:00:00,2010,3,3,2,WEST ENGLEWOOD,BATTERY,BATTERY,YES,40-49,M,BLK,0,1,1
HS220814,2010-03-22 20:01:00,2010,3,2,20,WEST ENGLEWOOD,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS227980,2010-03-27 03:40:00,2010,3,7,3,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS235633,2010-04-01 00:15:00,2010,4,5,0,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS237287,2010-04-01 23:15:00,2010,4,5,23,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HS237410,2010-04-02 01:00:00,2010,4,6,1,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS237410,2010-04-02 01:00:00,2010,4,6,1,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS237410,2010-04-02 01:00:00,2010,4,6,1,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS237410,2010-04-02 01:00:00,2010,4,6,1,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS237455,2010-04-02 01:43:00,2010,4,6,1,WEST ENGLEWOOD,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS238292,2010-04-02 15:31:00,2010,4,6,15,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HS246848,2010-04-08 01:46:54,2010,4,5,1,WEST ENGLEWOOD,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS258164,2010-04-15 00:30:00,2010,4,5,0,WEST ENGLEWOOD,NON-FATAL,HOMICIDE,YES,20-29,M,BLK,0,1,1
HS258164,2010-04-15 00:30:00,2010,4,5,0,WEST ENGLEWOOD,NON-FATAL,HOMICIDE,YES,20-29,M,BLK,0,1,1
HS258164,2010-04-15 00:30:00,2010,4,5,0,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HS260103,2010-04-16 03:08:00,2010,4,6,3,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS264224,2010-04-18 18:22:00,2010,4,1,18,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,F,BLK,0,1,1
HS267650,2010-04-20 19:25:00,2010,4,3,19,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,F,BLK,0,1,1
HS267650,2010-04-20 19:25:00,2010,4,3,19,WEST ENGLEWOOD,BATTERY,BATTERY,YES,40-49,M,BLK,0,1,1
HS268917,2010-04-21 15:55:00,2010,4,4,15,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS274428,2010-04-24 22:18:00,2010,4,7,22,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS279699,2010-04-28 03:24:00,2010,4,4,3,WEST ENGLEWOOD,BATTERY,BATTERY,YES,40-49,M,BLK,0,1,1
HS283165,2010-04-30 02:12:00,2010,4,6,2,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS291307,2010-05-04 18:30:00,2010,5,3,18,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS291404,2010-05-04 22:39:00,2010,5,3,22,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS291404,2010-05-04 22:39:00,2010,5,3,22,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS291404,2010-05-04 22:39:00,2010,5,3,22,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,F,BLK,0,1,1
HS291404,2010-05-04 22:39:00,2010,5,3,22,WEST ENGLEWOOD,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS293437,2010-05-06 01:50:00,2010,5,5,1,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS296277,2010-05-07 17:25:00,2010,5,6,17,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS306351,2010-05-13 21:20:00,2010,5,5,21,WEST ENGLEWOOD,ROBBERY,ROBBERY,YES,20-29,M,BLK,0,1,1
HS315926,2010-05-19 17:15:00,2010,5,4,17,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS327429,2010-05-26 13:00:00,2010,5,4,13,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS330236,2010-05-27 23:13:00,2010,5,5,23,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS334933,2010-05-30 00:30:00,2010,5,1,0,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HS337906,2010-06-01 20:19:00,2010,6,3,20,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS339969,2010-06-03 00:40:00,2010,6,5,0,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS343253,2010-06-04 21:38:00,2010,6,6,21,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS346265,2010-06-06 21:10:00,2010,6,1,21,WEST ENGLEWOOD,ROBBERY,ROBBERY,YES,20-29,M,BLK,0,1,1
HS346358,2010-06-06 22:38:00,2010,6,1,22,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS346531,2010-06-07 01:35:00,2010,6,2,1,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS348038,2010-06-07 21:35:00,2010,6,2,21,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS351389,2010-06-09 19:00:00,2010,6,4,19,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS351703,2010-06-09 23:13:00,2010,6,4,23,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS357847,2010-06-13 15:49:00,2010,6,1,15,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS360189,2010-06-14 22:00:00,2010,6,2,22,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS363759,2010-06-16 23:51:00,2010,6,4,23,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HS363857,2010-06-17 01:15:00,2010,6,5,1,WEST ENGLEWOOD,ROBBERY,ROBBERY,YES,20-29,M,BLK,0,1,1
HS364505,2010-06-17 13:30:00,2010,6,5,13,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS367345,2010-06-19 00:17:00,2010,6,7,0,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS370447,2010-06-21 00:30:00,2010,6,2,0,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,F,BLK,0,1,1
HS370524,2010-06-21 02:02:00,2010,6,2,2,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,YES,40-49,M,BLK,1,0,1
HS371314,2010-06-21 14:15:00,2010,6,2,14,WEST ENGLEWOOD,BATTERY,BATTERY,YES,40-49,M,BLK,0,1,1
HS373185,2010-06-22 15:00:00,2010,6,3,15,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS379390,2010-06-26 03:58:00,2010,6,7,3,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HS379390,2010-06-26 03:58:00,2010,6,7,3,WEST ENGLEWOOD,BATTERY,HOMICIDE,YES,30-39,M,BLK,0,1,1
HS390987,2010-07-02 18:22:00,2010,7,6,18,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS393084,2010-07-04 03:00:00,2010,7,1,3,WEST ENGLEWOOD,BATTERY,BATTERY,YES,30-39,F,BLK,0,1,1
HS393497,2010-07-04 12:20:00,2010,7,1,12,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS393707,2010-07-04 15:47:00,2010,7,1,15,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HS394123,2010-07-04 22:25:00,2010,7,1,22,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HS394322,2010-07-05 00:50:00,2010,7,2,0,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HS394322,2010-07-05 00:50:00,2010,7,2,0,WEST ENGLEWOOD,NON-FATAL,HOMICIDE,YES,30-39,M,BLK,0,1,1
HS395707,2010-07-05 21:00:00,2010,7,2,21,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HS398722,2010-07-07 14:45:00,2010,7,4,14,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,YES,40-49,M,WWH,1,0,1
HS407210,2010-07-12 17:05:00,2010,7,2,17,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS411217,2010-07-14 22:15:00,2010,7,4,22,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS414524,2010-07-16 21:47:00,2010,7,6,21,WEST ENGLEWOOD,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS417472,2010-07-18 18:32:00,2010,7,1,18,WEST ENGLEWOOD,ROBBERY,ROBBERY,YES,20-29,M,BLK,0,1,1
HS419526,2010-07-19 22:00:00,2010,7,2,22,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS434803,2010-07-28 22:50:00,2010,7,4,22,WEST ENGLEWOOD,BATTERY,BATTERY,YES,40-49,F,BLK,0,1,1
HS434803,2010-07-28 22:50:00,2010,7,4,22,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS437589,2010-07-30 17:00:00,2010,7,6,17,WEST ENGLEWOOD,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS438740,2010-07-31 11:30:00,2010,7,7,11,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,NO,0-19,F,BLK,1,0,1
HS443344,2010-08-03 11:05:00,2010,8,3,11,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,NO,60-69,M,BLK,1,0,1
HS446133,2010-08-04 21:25:00,2010,8,4,21,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS446416,2010-08-05 02:35:00,2010,8,5,2,WEST ENGLEWOOD,BATTERY,BATTERY,YES,50-59,M,BLK,0,1,1
HS449049,2010-08-06 15:45:00,2010,8,6,15,WEST ENGLEWOOD,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS449978,2010-08-07 02:43:00,2010,8,7,2,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS449978,2010-08-07 02:43:00,2010,8,7,2,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS458955,2010-08-12 15:13:00,2010,8,5,15,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,YES,20-29,F,BLK,1,0,1
HS459752,2010-08-13 00:02:00,2010,8,6,0,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS462907,2010-08-14 21:40:00,2010,8,7,21,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS463359,2010-08-15 00:08:00,2010,8,1,0,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS471470,2010-08-19 22:02:00,2010,8,5,22,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HS473393,2010-08-21 01:38:00,2010,8,7,1,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS473499,2010-08-21 03:30:00,2010,8,7,3,WEST ENGLEWOOD,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS478805,2010-08-24 13:44:00,2010,8,3,13,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS483430,2010-08-26 19:30:00,2010,8,5,19,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS491912,2010-08-31 15:12:00,2010,8,3,15,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS494010,2010-08-31 18:30:00,2010,8,3,18,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS501193,2010-09-06 06:29:00,2010,9,2,6,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS519584,2010-09-17 10:16:00,2010,9,6,10,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,NO,50-59,F,BLK,1,0,1
HS522879,2010-09-19 10:40:00,2010,9,1,10,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS522879,2010-09-19 10:40:00,2010,9,1,10,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS525462,2010-09-20 22:40:00,2010,9,2,22,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS532537,2010-09-24 23:33:00,2010,9,6,23,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS532537,2010-09-24 23:33:00,2010,9,6,23,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS532537,2010-09-24 23:33:00,2010,9,6,23,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS532537,2010-09-24 23:33:00,2010,9,6,23,WEST ENGLEWOOD,BATTERY,BATTERY,YES,50-59,M,BLK,0,1,1
HS534252,2010-09-26 01:40:00,2010,9,1,1,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS537113,2010-09-27 16:30:00,2010,9,2,16,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS537249,2010-09-27 23:25:00,2010,9,2,23,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS539011,2010-09-28 23:40:00,2010,9,3,23,WEST ENGLEWOOD,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS542314,2010-09-30 23:55:00,2010,9,5,23,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HS542822,2010-10-01 11:44:45,2010,10,6,11,WEST ENGLEWOOD,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS551425,2010-10-06 20:20:00,2010,10,4,20,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS556364,2010-10-09 18:34:00,2010,10,7,18,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS556816,2010-10-10 00:35:00,2010,10,1,0,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,F,BLK,0,1,1
HS558441,2010-10-11 04:45:00,2010,10,2,4,WEST ENGLEWOOD,BATTERY,BATTERY,YES,40-49,M,BLK,0,1,1
HS570612,2010-10-18 16:13:00,2010,10,2,16,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS570612,2010-10-18 16:13:00,2010,10,2,16,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS587139,2010-10-28 13:40:00,2010,10,5,13,WEST ENGLEWOOD,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS588425,2010-10-29 09:55:00,2010,10,6,9,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS589687,2010-10-29 23:10:00,2010,10,6,23,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS589687,2010-10-29 23:10:00,2010,10,6,23,WEST ENGLEWOOD,BATTERY,BATTERY,YES,40-49,F,BLK,0,1,1
HS589903,2010-10-30 03:20:00,2010,10,7,3,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS589917,2010-10-30 04:22:00,2010,10,7,4,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS590469,2010-10-30 13:40:00,2010,10,7,13,WEST ENGLEWOOD,ROBBERY,ROBBERY,YES,40-49,M,WWH,0,1,1
HS592590,2010-10-31 22:03:00,2010,10,1,22,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
